ID,MDEP,APE,ISS-MATCH,Fund10,Req10,Fund11,Req11,Fund12,Req12,Fund13,Req13,Fund14,Req14,Fund15,Req15,Fund16,Req16,Fund17,Req17,Fund18,Req18,Fund19,Req19,Fund20,Req20,Fund21,Req21
080 QUTS 131079100,QUTS, 131079100,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,910,910,928,928,947,947,966,966
180 QUTS 131G79100,QUTS, 131G79100,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6758,6758,6869,6869,7013,7013,7147,7147
2A0 QUTS 131079100,QUTS, 131079100,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11192,11192,10694,10694,10913,10913,11133,11133
2A0 QUTS 131R79100,QUTS, 131R79100,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4796,4796,4863,4863,4992,4992,5131,5131
6A0 QUTS 131079100,QUTS, 131079100,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,303,307,309,315,315,322,322
080 QUTS 131079200,QUTS, 131079200,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,174,178,178,182,182,186,186
180 QUTS 131G79200,QUTS, 131G79200,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5747,5747,5845,5845,5967,5967,6082,6082
2A0 QUTS 131079200,QUTS, 131079200,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18635,18635,16091,16091,16430,16430,16758,16758
2A0 QUTS 131R79200,QUTS, 131R79200,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2174,2174,2204,2204,2263,2263,2328,2328
6A0 QUTS 131079200,QUTS, 131079200,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,106,60,109,62,111,64,113
080 QUTS 131079500,QUTS, 131079500,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506,1506,1537,1537,1568,1568,1600,1600
180 QUTS 131G79500,QUTS, 131G79500,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1669,1669,1662,1662,1690,1690,1705,1705
2A0 QUTS 131079500,QUTS, 131079500,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310459,310459,317408,317408,323747,323747,330214,330214
2A0 QUTS 131R79500,QUTS, 131R79500,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8731,8731,8850,8850,9090,9090,9348,9348
2A0 QUTS 131R79600,QUTS, 131R79600,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,1986,2344,2344,4376,4376,6408,6408
000 VENQ 131056000,VENQ, 131056000,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
080 VENQ 131056000,VENQ, 131056000,505,0,0,0,0,1064,1064,218,1007,97,110,776,515,3475,3447,6059,6059,6181,0,6328,0,6449,0,6595,0
180 VENQ 131G56000,VENQ, 131G56000,505,51645,77332,54754,77364,57840,73099,70728,71967,46973,76502,47261,76147,64495,79647,74107,92954,84960,0,93637,0,95440,0,96044,0
210 VENQ 131056000,VENQ, 131056000,505,0,0,0,0,22,22,0,23,0,23,0,24,26,26,0,0,0,0,0,0,0,0,0,0
220 VENQ 131056000,VENQ, 131056000,505,0,17574,0,12184,3764,3764,4582,3775,1563,3087,4584,3082,1259,1793,803,803,934,0,1038,0,1123,0,1330,0
240 VENQ 131R56000,VENQ, 131R56000,505,0,268,0,0,1290,1290,0,1942,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A0 VENQ 131056000,VENQ, 131056000,505,76191,326210,0,279775,187715,210283,168636,215273,148854,175864,174995,184215,160992,182194,152112,156216,154955,0,161027,0,164289,0,167608,0
2A0 VENQ 131R56000,VENQ, 131R56000,505,22290,24759,16055,26591,18504,26949,21277,28253,19676,22887,19529,22437,10062,13660,10977,13784,10659,0,10841,0,8234,0,7627,0
360 VENQ 131056000,VENQ, 131056000,505,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6A0 VENQ 131056000,VENQ, 131056000,505,23,0,0,538,2465,2465,3563,2379,4823,2886,4621,2342,2813,2448,8227,8227,7076,0,5743,0,7175,0,5783,0
740 VENQ 131056000,VENQ, 131056000,505,142,72,0,205,1197,1197,428,449,414,451,830,520,648,648,476,476,486,0,495,0,506,0,515,0
820 VENQ 131056000,VENQ, 131056000,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840 VENQ 131056000,VENQ, 131056000,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,65,0,0,0,18,0,69,0
8A0 VENQ 131056000,VENQ, 131056000,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8B0 VENQ 131056000,VENQ, 131056000,505,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8M0 VENQ 131056000,VENQ, 131056000,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,258,0,0,0,0,0,0,0,0
000 VENQ 131053000,VENQ, 131053000,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
080 VENQ 131053000,VENQ, 131053000,506,0,0,0,0,462,462,526,464,243,294,290,420,395,378,69,69,82,0,91,0,95,0,116,0
180 VENQ 131053000,VENQ, 131053000,506,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180 VENQ 131G53000,VENQ, 131G53000,506,26963,37885,28074,38033,25287,33434,37947,37947,25425,41568,38769,46935,41429,46091,39492,57692,45569,0,53779,0,53842,0,54829,0
220 VENQ 131053000,VENQ, 131053000,506,1492,827,0,841,263,263,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240 VENQ 131R53000,VENQ, 131R53000,506,0,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A0 VENQ 131053000,VENQ, 131053000,506,229178,95080,137558,139781,153087,176101,133554,180309,133292,169410,130452,192596,123685,186990,158030,171681,168014,0,170141,0,171287,0,175756,0
2A0 VENQ 131R53000,VENQ, 131R53000,506,6611,7818,7761,9316,7112,9607,7034,7983,8721,7464,8730,7457,11240,7500,6797,7535,7221,0,7370,0,7518,0,7679,0
6A0 VENQ 131053000,VENQ, 131053000,506,471,0,69,554,316,316,391,366,1877,391,1610,1120,1037,1036,1588,1588,1621,0,1654,0,1688,0,1723,0
740 VENQ 131053000,VENQ, 131053000,506,0,0,0,0,0,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000 VENQ 131054000,VENQ, 131054000,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
080 VENQ 131054000,VENQ, 131054000,507,0,0,0,0,7565,9340,5882,8993,6140,8077,4245,8233,8366,8470,7212,7212,7360,0,7508,0,7662,0,7818,0
180 VENQ 131G54000,VENQ, 131G54000,507,1094,3181,1560,3193,2113,3332,0,2018,1135,2043,1091,893,1832,1832,3898,3898,3672,0,4055,0,4130,0,3015,0
220 VENQ 131054000,VENQ, 131054000,507,0,393,0,6521,394,394,0,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240 VENQ 131R54000,VENQ, 131R54000,507,0,0,0,0,944,944,0,969,246,946,248,919,928,931,622,1201,633,0,642,0,653,0,665,0
2A0 VENQ 131054000,VENQ, 131054000,507,10963,12115,9461,16012,14106,18345,7610,20538,10293,17306,16770,30338,17050,22611,14553,15381,14458,0,15992,0,16338,0,16715,0
2A0 VENQ 131R54000,VENQ, 131R54000,507,510,1809,1039,1845,97,746,215,538,1007,699,676,1652,772,1368,1589,1589,1884,0,1963,0,2002,0,2042,0
6A0 VENQ 131054000,VENQ, 131054000,507,0,0,0,0,70,70,2178,74,2372,72,1465,151,390,390,871,1166,1515,0,144,0,147,0,150,0
740 VENQ 131054000,VENQ, 131054000,507,25,0,55,0,10,10,87,10,483,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000 ENVR 131056A00,ENVR, 131056A00,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000 ENVR 493000000,ENVR, 493000000,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
080 ENVR 131056A00,ENVR, 131056A00,509,1718,0,3156,0,3000,3000,113,3000,283,3000,64,3000,3000,3000,2954,2954,2955,0,2955,0,2956,0,2956,0
080 ENVR 493000000,ENVR, 493000000,509,0,3306,0,7785,346031,10727,0,11409,0,10864,0,9719,5866,7790,6053,7053,6824,0,6560,0,6423,0,5181,0
080 EXCS 131056000,EXCS, 131056000,509,1503,1517,0,2293,2859,6259,459,76459,39842,40869,1870,2171,2151,5129,1309,1309,1105,0,6245,0,45979,0,69138,0
180 ENVR 131G56A00,ENVR, 131G56A00,509,5469,0,0,0,27149,37923,28918,40166,29024,39102,30761,45172,32734,37024,33510,33510,32061,0,35351,0,35513,0,37648,0
180 ENVR 493000000,ENVR, 493000000,509,0,0,0,1094,0,1707,0,2486,0,2209,0,4146,2440,2448,2849,2849,2922,0,3000,0,3079,0,3158,0
220 ENVR 131056A00,ENVR, 131056A00,509,0,0,5793,0,253,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220 ENVR 493000000,ENVR, 493000000,509,0,395801,0,92661,0,4938,0,12440,0,11054,0,10659,10486,10529,325,325,317,0,326,0,338,0,207,0
220 EXCS 131056000,EXCS, 131056000,509,0,3265,0,2330,2342,2342,2335,2335,2332,2332,5597,1167,14706,13267,7296,14296,7357,0,320,0,318,0,320,0
220 VEQT 131056000,VEQT, 131056000,509,0,0,0,0,0,0,0,0,0,0,1000,1111,0,0,0,0,0,0,0,0,0,0,0,0
220 VEQT 131056A00,VEQT, 131056A00,509,0,0,0,0,0,0,0,0,0,0,0,1300,0,260,0,0,0,0,0,0,0,0,0,0
220 VEQT 432612000,VEQT, 432612000,509,3639,4166,3270,4254,4000,4000,2612,3687,3741,3594,3268,3232,2895,3233,2947,3226,3001,0,3059,0,3117,0,3179,0
220 VEQT 643779035,VEQT, 643779035,509,8573,4770,3622,4716,4591,4848,3744,4970,2127,4622,2480,4622,2776,4622,2548,4520,3366,0,3391,0,3372,0,3384,0
220 VEQT 66585706I,VEQT, 66585706I,509,265,275,41,42,0,0,0,195,0,195,0,309,272,352,110,203,334,0,211,0,342,0,309,0
2A0 ENVR 131056A00,ENVR, 131056A00,509,3098,45223,2279,44424,38289,38289,19070,36539,26320,28694,0,33237,19445,22739,30543,39999,24473,0,22682,0,24020,0,20028,0
2A0 ENVR 131R56A00,ENVR, 131R56A00,509,0,0,0,0,0,0,427,100,110,343,0,346,528,642,116,116,118,0,120,0,123,0,125,0
2A0 ENVR 493000000,ENVR, 493000000,509,0,16757,0,339092,0,326113,0,305661,0,273047,0,275176,213236,273981,158737,174737,203789,0,196799,0,182869,0,185701,0
2A0 VEQT 66585706I,VEQT, 66585706I,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360 ENVR 131056A00,ENVR, 131056A00,509,1887,0,3151,0,3210,3210,2879,3653,607,4542,0,3695,0,0,0,0,0,0,0,0,0,0,0,0
6A0 ENVR 131056A00,ENVR, 131056A00,509,173,0,0,0,828,828,25,52,12,2999,0,3390,1859,1859,2478,2478,966,0,983,0,1001,0,1021,0
6A0 ENVR 493000000,ENVR, 493000000,509,0,0,0,2656,0,2946,0,3717,0,3026,0,2867,2801,2812,2203,2203,1977,0,1817,0,1851,0,1817,0
6A0 VEQT 131056000,VEQT, 131056000,509,0,0,0,0,0,0,0,0,0,0,0,0,1131,1131,1134,1134,1156,0,1179,0,1201,0,1223,0
6A0 VEQT 131056A00,VEQT, 131056A00,509,0,0,0,0,0,0,0,0,0,0,0,0,1040,1040,1024,1358,1024,0,1024,0,1045,0,1066,0
6A0 VEQT 665857031,VEQT, 665857031,509,3532,3677,2220,2317,3704,3737,3245,3832,2203,3230,2250,2382,2407,2425,2020,2378,2208,0,2269,0,2325,0,2375,0
6A0 VEQT 66585706I,VEQT, 66585706I,509,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0
740 ENVR 493000000,ENVR, 493000000,509,0,0,0,1293,0,114,0,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
080 QMUN 131079F00,QMUN, 131079F00,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,108,114,114,116,116,118,118
180 QMUN 131G79F00,QMUN, 131G79F00,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1390,1552,1408,1578,1425,1610,1454,1642
210 QMUN 131079F00,QMUN, 131079F00,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3
2A0 QMUN 131079F00,QMUN, 131079F00,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11891,12938,10870,12750,12189,12995,12445,13257
2A0 QMUN 131R79F00,QMUN, 131R79F00,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825,897,834,917,860,935,876,952
6A0 QMUN 131079F00,QMUN, 131079F00,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,257,128,262,128,264,130,269
000 QPSM 131039300,QPSM, 131039300,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000 QPSM 131039400,QPSM, 131039400,600,0,0,0,0,0,0,0,1621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030 QPSM 131039100,QPSM, 131039100,600,0,0,0,0,0,0,576,1555,0,78,0,81,57,83,85,85,87,0,88,0,90,0,92,0
030 QPSM 131039300,QPSM, 131039300,600,0,0,0,0,0,0,0,0,78,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0
030 QPSM 131039400,QPSM, 131039400,600,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
080 QPSM 131039100,QPSM, 131039100,600,0,190,0,183,187,187,6045,191,0,52,22,53,80333,48,50020,138,50021,0,66,0,67,0,68,0
080 QPSM 131039200,QPSM, 131039200,600,3668,0,34,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
080 QPSM 131039300,QPSM, 131039300,600,153,85,0,86,88,88,0,90,2687,0,1433,2631,1481,2570,1800,2694,1971,0,2327,0,2380,0,2433,0
080 QPSM 131039400,QPSM, 131039400,600,800,5774,3734,5893,5901,5901,0,4913,0,2654,3672,3969,3571,4080,4036,4157,3982,0,4103,0,4184,0,4281,0
170 QPSM 131039100,QPSM, 131039100,600,0,0,0,0,0,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,0,0,0,0
170 QPSM 131039200,QPSM, 131039200,600,0,0,0,0,0,0,0,260,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170 QPSM 131039300,QPSM, 131039300,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170 QPSM 311721000,QPSM, 311721000,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,2,0,31,0,31,0,32,0
180 QPSM 131039100,QPSM, 131039100,600,1124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180 QPSM 131039200,QPSM, 131039200,600,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180 QPSM 131G39100,QPSM, 131G39100,600,13132,31475,23540,22046,19308,19608,15262,16907,13564,17900,61499,17900,14900,17900,14900,19171,17900,0,19946,0,19900,0,18258,0
180 QPSM 131G39200,QPSM, 131G39200,600,594,1483,1626,1511,2720,2720,1981,1981,1840,2900,1031,2900,2900,2900,2900,2900,2900,0,2900,0,2900,0,2958,0
180 QPSM 131G39300,QPSM, 131G39300,600,1702,5754,1422,2796,14793,15993,12024,17664,15008,18900,10543,18900,15326,18900,17629,17629,17982,0,18341,0,18708,0,19082,0
180 QPSM 131G39400,QPSM, 131G39400,600,62759,66036,68248,71505,63906,83235,57023,86840,63787,88000,15296,88000,72491,90200,74181,89255,90311,0,89369,0,91369,0,93177,0
1C0 QPSM MA0781000,QPSM, MA0781000,600,0,8284,0,8739,0,33500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1C0 QPSM MA0782000,QPSM, MA0782000,600,0,32082,0,6083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1C0 QPSM MA0783000,QPSM, MA0783000,600,0,14503,0,30945,0,30955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210 QPSM 131039100,QPSM, 131039100,600,0,3866,0,129,135,136,588,136,0,72,0,73,102,102,103,103,103,0,105,0,107,0,109,0
210 QPSM 131039200,QPSM, 131039200,600,36,216,42,37,38,38,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210 QPSM 131039300,QPSM, 131039300,600,356,2810,626,131,134,134,0,132,562,133,619,130,193,232,817,817,834,0,851,0,880,0,903,0
210 QPSM 131039400,QPSM, 131039400,600,0,0,0,970,932,937,0,1107,0,1132,0,1230,641,641,0,0,0,0,0,0,0,0,0,0
210 QPSM MA0781000,QPSM, MA0781000,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210 QPSM MA0782000,QPSM, MA0782000,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210 QPSM MA0783000,QPSM, MA0783000,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220 QPSM 131039100,QPSM, 131039100,600,0,0,17881,0,0,0,19667,1895,0,1184,0,1220,609,881,490,490,500,0,510,0,520,0,531,0
220 QPSM 131039300,QPSM, 131039300,600,21723,0,3268,27579,27359,28189,0,30155,26379,26459,23217,32369,16654,23537,23253,23253,23748,0,24245,0,24625,0,25141,0
220 QPSM MA0781000,QPSM, MA0781000,600,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0
220 QPSM MA0782000,QPSM, MA0782000,600,0,0,0,0,0,14494,0,14417,3610,16881,7644,11864,4493,11511,5490,11658,5410,0,8708,0,11230,0,11537,0
220 QPSM MA0783000,QPSM, MA0783000,600,0,0,0,0,0,0,4650,30649,9574,19955,56,21666,0,0,0,0,0,0,0,0,0,0,0,0
240 QPSM 131R39100,QPSM, 131R39100,600,0,480,92,136,4230,4230,2142,5292,2537,5309,2352,5404,7130,5501,8201,8718,8524,0,8565,0,9263,0,9462,0
240 QPSM 131R39200,QPSM, 131R39200,600,0,0,0,0,0,0,0,0,0,0,0,0,1947,2489,3510,3510,3579,0,3651,0,3723,0,3798,0
240 QPSM 131R39300,QPSM, 131R39300,600,0,260,25,36,37,37,0,0,0,0,0,0,2314,2934,3691,3691,3776,0,3619,0,3572,0,3653,0
240 QPSM 131R39400,QPSM, 131R39400,600,10,5,6,6,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250 QPSM 131039100,QPSM, 131039100,600,370,0,161,549,543,546,1254,385,0,260,95,300,235,340,305,365,316,0,331,0,338,0,345,0
250 QPSM 131039200,QPSM, 131039200,600,20,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
250 QPSM 131039300,QPSM, 131039300,600,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290 QPSM 131039200,QPSM, 131039200,600,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290 QPSM 131039300,QPSM, 131039300,600,0,0,0,0,0,0,0,0,0,174,0,176,931,1348,1123,1344,1176,0,1228,0,1253,0,1278,0
2A0 QPSM 131039100,QPSM, 131039100,600,15631,55548,4203,43010,7011,35587,332513,30863,108,58769,0,131288,96421,137873,95370,101936,103063,0,105307,0,107366,0,110072,0
2A0 QPSM 131039200,QPSM, 131039200,600,2695,20225,-128,20595,20902,20902,0,21332,0,13409,0,20154,13455,17946,9069,14775,9403,0,13221,0,15598,0,15910,0
2A0 QPSM 131039300,QPSM, 131039300,600,9106,15341,3227,15414,15403,14574,0,18259,268015,44006,330,16684,35349,36773,26354,26943,26815,0,26721,0,27598,0,27316,0
2A0 QPSM 131039400,QPSM, 131039400,600,482072,152803,190950,259052,0,248068,0,403420,0,328432,282126,312021,178606,247884,204218,299703,314528,0,331834,0,327462,0,321606,0
2A0 QPSM 131R39100,QPSM, 131R39100,600,10249,5966,3999,5872,6617,6630,2131,2034,2297,4648,3110,4374,3230,4454,0,0,0,0,0,0,0,0,0,0
2A0 QPSM 131R39200,QPSM, 131R39200,600,457,3255,2203,3235,4933,4933,2931,3041,3159,3062,2213,3109,0,0,0,0,0,0,0,0,0,0,0,0
2A0 QPSM 131R39300,QPSM, 131R39300,600,5268,2807,1720,2554,4016,4016,3597,3563,3878,4508,4962,3629,2532,1837,406,406,413,0,418,0,427,0,435,0
2A0 QPSM 131R39400,QPSM, 131R39400,600,970,4103,3169,4630,4694,4694,4662,4449,5025,35,1609,1033,1651,1659,2533,2533,2571,0,2610,0,2656,0,2708,0
2A0 QPSM 665301DW8,QPSM, 665301DW8,600,0,0,0,0,0,0,0,0,0,0,0,0,0,5183,4643,4643,4763,0,4898,0,5033,0,5160,0
2B0 QPSM 131039100,QPSM, 131039100,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,207,181,0,185,0,220,0,224,0
2B0 QPSM 131039300,QPSM, 131039300,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,4,0,4,0,4,0
2B0 QPSM 131039400,QPSM, 131039400,600,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
360 QPSM 131039100,QPSM, 131039100,600,0,127,569,129,131,131,1016,644,0,654,0,664,464,673,554,674,576,0,604,0,617,0,629,0
360 QPSM 131039300,QPSM, 131039300,600,0,17,319,19,18,18,0,165,972,169,0,176,125,200,156,175,161,0,168,0,170,0,173,0
360 QPSM 131039400,QPSM, 131039400,600,600,704,100,718,730,730,0,729,0,347,762,351,283,335,133,133,136,0,138,0,140,0,143,0
390 QPSM 131039100,QPSM, 131039100,600,0,0,0,0,0,0,40,0,0,15,0,409,23,432,55,55,56,0,57,0,58,0,60,0
390 QPSM 131039300,QPSM, 131039300,600,0,0,0,0,0,0,0,0,49,0,37,51,36,36,98,417,99,0,100,0,101,0,102,0
400 QPSM 131039100,QPSM, 131039100,600,0,0,0,0,3,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400 QPSM 131039300,QPSM, 131039300,600,0,0,0,0,0,0,0,0,184,176,18,179,126,189,153,183,159,0,166,0,169,0,172,0
410 QPSM 131039100,QPSM, 131039100,600,2800,6507,1259,1739,1354,1361,11581,1378,0,711,0,711,444,531,0,0,0,0,0,0,0,0,0,0
410 QPSM 131039200,QPSM, 131039200,600,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410 QPSM 131039300,QPSM, 131039300,600,318,948,334,806,2385,2385,0,2362,11828,474,11615,1271,769,767,0,0,0,0,0,0,0,0,0,0
410 QPSM 131039400,QPSM, 131039400,600,1154,12253,10790,12554,17858,17858,0,14518,0,10273,0,9451,11160,11063,0,0,0,0,0,0,0,0,0,0
440 QPSM 131039100,QPSM, 131039100,600,92,0,0,73,104,91,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440 QPSM 131039300,QPSM, 131039300,600,11,0,0,37,38,38,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440 QPSM 131039400,QPSM, 131039400,600,28,2832,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500 QPSM 131039100,QPSM, 131039100,600,1393,1649,1436,1187,1136,1136,7871,2235,0,1547,3271,1437,1239,1793,1570,1877,1627,0,1701,0,1736,0,1771,0
500 QPSM 131039200,QPSM, 131039200,600,517,0,0,0,0,0,0,862,0,250,0,250,173,250,206,247,214,0,225,0,230,0,235,0
500 QPSM 131039300,QPSM, 131039300,600,0,48,0,24,24,27,0,28,0,32,0,33,23,33,28,34,30,0,31,0,32,0,33,0
500 QPSM 131039400,QPSM, 131039400,600,2812,5663,2809,5785,5887,5887,0,6020,6,3254,38,3310,2326,3366,2579,3449,2687,0,2881,0,2940,0,3000,0
570 QPSM 131039100,QPSM, 131039100,600,801,2661,0,1041,1065,1070,3261,47,0,398,6680,31,1337,3272,1760,2968,1871,0,1935,0,1962,0,2008,0
570 QPSM 131039200,QPSM, 131039200,600,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570 QPSM 131039300,QPSM, 131039300,600,0,65,0,0,30,30,0,36,4842,70,0,38,27,60,61,85,62,0,64,0,65,0,66,0
570 QPSM 131039400,QPSM, 131039400,600,3932,0,4203,1368,2931,2931,0,3036,0,3275,0,3228,0,0,0,0,0,0,0,0,0,0,0,0
5X0 QPSM 131039100,QPSM, 131039100,600,250,0,291,121,193,197,142,144,0,22,109,35,33,60,41,59,43,0,47,0,49,0,49,0
5X0 QPSM 131039300,QPSM, 131039300,600,0,0,0,0,0,0,0,88,170,118,0,91,135,145,157,157,161,0,162,0,165,0,169,0
5Y0 QPSM 131039300,QPSM, 131039300,600,0,0,0,0,0,0,0,16234,0,0,0,0,9938,11377,13358,19748,15160,0,15838,0,19186,0,16151,0
5Y0 QPSM MA0781000,QPSM, MA0781000,600,6300,8645,62849,12494,5279,14567,10800,5275,11613,36650,4406,30674,10766,24456,10199,21652,10056,0,12126,0,14085,0,14365,0
5Y0 QPSM MA0782000,QPSM, MA0782000,600,8102,3631,51460,9935,2717,5360,0,1328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5Y0 QPSM MA0783000,QPSM, MA0783000,600,305844,39553,66118,16098,15285,50525,27265,53704,21660,43962,20430,40692,36146,52896,28374,74271,31022,0,29604,0,30197,0,30815,0
6A0 QPSM 131039100,QPSM, 131039100,600,1462,3277,675,615,425,427,5148,603,0,383,0,514,306,313,229,281,185,0,155,0,130,0,132,0
6A0 QPSM 131039200,QPSM, 131039200,600,772,1567,745,159,215,216,0,161,0,162,0,163,0,0,0,0,0,0,0,0,0,0,0,0
6A0 QPSM 131039300,QPSM, 131039300,600,0,217,0,232,580,580,0,388,2057,247,0,247,373,365,307,307,312,0,317,0,323,0,331,0
6A0 QPSM 131039400,QPSM, 131039400,600,227,6456,0,6541,7430,7430,0,6780,0,853,6048,850,4855,1118,11998,11998,12196,0,12395,0,12613,0,12874,0
740 QPSM 131039100,QPSM, 131039100,600,5276,5989,920,4216,5322,5322,8133,5680,0,717,0,769,140,199,0,0,0,0,0,0,0,0,0,0
740 QPSM 131039200,QPSM, 131039200,600,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740 QPSM 131039300,QPSM, 131039300,600,854,281,530,276,288,288,0,286,8584,502,165,639,193,239,622,622,635,0,648,0,661,0,673,0
740 QPSM 131039400,QPSM, 131039400,600,4232,11042,6150,11432,6202,6202,0,8630,46,6344,8886,4794,5582,5720,5768,5768,5664,0,5652,0,5751,0,5869,0
760 QPSM 131039100,QPSM, 131039100,600,0,0,0,0,0,0,1938,0,0,0,1444,0,3,0,0,0,0,0,0,0,0,0,0,0
